Delegacion,CveDel,CveSub,AreaGeo,MunPat,Municipio
"MICHOACAN",1.7000000000000000e+01,1.7000000000000000e+01,"C","O80","SUSUPUATO"
"MICHOACAN",1.7000000000000000e+01,2.7000000000000000e+01,"C","C87","LAZARO CARDENAS"
"MORELOS",1.8000000000000000e+01,1.0000000000000000e+00,"C","D15","CUERNAVACA"
"MORELOS",1.8000000000000000e+01,1.0000000000000000e+00,"C","D16","EMILIANO ZAPATA"
"MORELOS",1.8000000000000000e+01,1.0000000000000000e+00,"C","D17","JIUTEPEC"
"MORELOS",1.8000000000000000e+01,1.0000000000000000e+00,"C","D19","JONACATEPEC"
"MORELOS",1.8000000000000000e+01,1.0000000000000000e+00,"C","D23","TEMIXCO"
"MORELOS",1.8000000000000000e+01,1.0000000000000000e+00,"C","D24","TEPOZTLAN"
"MORELOS",1.8000000000000000e+01,1.0000000000000000e+00,"C","D29","XOCHITEPEC"
"MORELOS",1.8000000000000000e+01,1.0000000000000000e+00,"C","S55","HUITZILAC"
"MORELOS",1.8000000000000000e+01,1.1000000000000000e+01,"C","D12","AYALA"
"MORELOS",1.8000000000000000e+01,1.1000000000000000e+01,"C","D14","CUAUTLA"
"MORELOS",1.8000000000000000e+01,1.1000000000000000e+01,"C","D28","TLAYACAPAN"
"MORELOS",1.8000000000000000e+01,1.1000000000000000e+01,"C","D30","YAUTEPEC"
"MORELOS",1.8000000000000000e+01,1.1000000000000000e+01,"C","L54","ATLATLAHUACAN"
"MORELOS",1.8000000000000000e+01,1.1000000000000000e+01,"C","L55","AXOCHIAPAN"
"MORELOS",1.8000000000000000e+01,1.1000000000000000e+01,"C","L56","JANTETELCO"
"MORELOS",1.8000000000000000e+01,1.1000000000000000e+01,"C","L57","OCUITUCO"
"MORELOS",1.8000000000000000e+01,1.1000000000000000e+01,"C","L58","TEPALCINGO"
"MORELOS",1.8000000000000000e+01,1.1000000000000000e+01,"C","L59","TETELA DEL VOLCAN"
"MORELOS",1.8000000000000000e+01,1.1000000000000000e+01,"C","L60","TLALNEPANTLA"
"MORELOS",1.8000000000000000e+01,1.1000000000000000e+01,"C","L61","TOTOLAPAN"
"MORELOS",1.8000000000000000e+01,1.1000000000000000e+01,"C","L64","YECAPIXTLA"
"MORELOS",1.8000000000000000e+01,1.1000000000000000e+01,"C","L65","ZACUALPAN"
"MORELOS",1.8000000000000000e+01,1.1000000000000000e+01,"C","P07","TEMOAC"
"MORELOS",1.8000000000000000e+01,1.5000000000000000e+01,"C","D11","AMACUZAC"
"MORELOS",1.8000000000000000e+01,1.5000000000000000e+01,"C","D13","COATLAN DEL RIO"
"MORELOS",1.8000000000000000e+01,1.5000000000000000e+01,"C","D18","JOJUTLA"
"MORELOS",1.8000000000000000e+01,1.5000000000000000e+01,"C","D20","MAZATEPEC"
"MORELOS",1.8000000000000000e+01,1.5000000000000000e+01,"C","D21","MIACATLAN"
"MORELOS",1.8000000000000000e+01,1.5000000000000000e+01,"C","D22","PUENTE DE IXTLA"
"MORELOS",1.8000000000000000e+01,1.5000000000000000e+01,"C","D25","TETECALA"
"MORELOS",1.8000000000000000e+01,1.5000000000000000e+01,"C","D26","TLALTIZAPAN"
"MORELOS",1.8000000000000000e+01,1.5000000000000000e+01,"C","D27","TLAQUILTENANGO"
"MORELOS",1.8000000000000000e+01,1.5000000000000000e+01,"C","D31","ZACATEPEC"
"EDO. MEX. OTE",1.8000000000000000e+01,8.0000000000000000e+01,"C","C34","CHIMALHUACAN"
"NAYARIT",1.9000000000000000e+01,1.0000000000000000e+00,"C","D32","XALISCO"
"NAYARIT",1.9000000000000000e+01,1.0000000000000000e+00,"C","D33","STA MA DEL ORO"
"NAYARIT",1.9000000000000000e+01,1.0000000000000000e+00,"C","D34","SANTIAGO IXCUINTLA"
"NAYARIT",1.9000000000000000e+01,1.0000000000000000e+00,"C","D35","TEPIC"
"NAYARIT",1.9000000000000000e+01,1.0000000000000000e+00,"C","D36","TUXPAN"
"NAYARIT",1.9000000000000000e+01,1.0000000000000000e+00,"C","H10","RUIZ"
"NAYARIT",1.9000000000000000e+01,1.0000000000000000e+00,"C","H11","COMPOSTELA"
"NAYARIT",1.9000000000000000e+01,1.0000000000000000e+00,"C","H12","SAN BLAS"
"NAYARIT",1.9000000000000000e+01,1.0000000000000000e+00,"C","H13","ACAPONETA"
"NAYARIT",1.9000000000000000e+01,1.0000000000000000e+00,"C","H14","TECUALA"
"NAYARIT",1.9000000000000000e+01,1.0000000000000000e+00,"C","H15","ROSAMORADA"
"NAYARIT",1.9000000000000000e+01,1.0000000000000000e+00,"C","L36","AHUACATLAN"
"NAYARIT",1.9000000000000000e+01,1.0000000000000000e+00,"C","L38","IXTLAN DEL RIO"
"NAYARIT",1.9000000000000000e+01,1.0000000000000000e+00,"C","L47","JALA"
"NAYARIT",1.9000000000000000e+01,1.0000000000000000e+00,"C","P09","SAN PEDRO LAGUNILLAS"
"NAYARIT",1.9000000000000000e+01,1.0000000000000000e+00,"C","S57","EL NAYAR"
"NAYARIT",1.9000000000000000e+01,1.0000000000000000e+00,"C","Y43","BAHIA DE BANDERAS"
"NUEVO LEON",2.0000000000000000e+01,1.0000000000000000e+00,"B","D50","MONTERREY"
"NUEVO LEON",2.0000000000000000e+01,6.0000000000000000e+00,"C","D37","ALLENDE"
"NUEVO LEON",2.0000000000000000e+01,6.0000000000000000e+00,"C","D44","GRAL. TERAN"
"NUEVO LEON",2.0000000000000000e+01,6.0000000000000000e+00,"C","D46","HUALAHUISES"
"NUEVO LEON",2.0000000000000000e+01,6.0000000000000000e+00,"C","D48","LINARES"
"NUEVO LEON",2.0000000000000000e+01,6.0000000000000000e+00,"C","D49","MONTEMORELOS"
"NUEVO LEON",2.0000000000000000e+01,6.0000000000000000e+00,"C","P15","ARAMBERRI"
"NUEVO LEON",2.0000000000000000e+01,6.0000000000000000e+00,"C","P16","GRAL. ZARAGOZA"
"NUEVO LEON",2.0000000000000000e+01,6.0000000000000000e+00,"C","P37","DR. ARROYO"
"NUEVO LEON",2.0000000000000000e+01,6.0000000000000000e+00,"C","P38","MIER Y NORIEGA"
"NUEVO LEON",2.0000000000000000e+01,6.0000000000000000e+00,"C","P39","GALEANA"
"NUEVO LEON",2.0000000000000000e+01,6.0000000000000000e+00,"C","P40","ITURBIDE"
"NUEVO LEON",2.0000000000000000e+01,6.0000000000000000e+00,"C","P41","RAYONES"
"NUEVO LEON",2.0000000000000000e+01,8.0000000000000000e+00,"B","D38","APODACA"
"NUEVO LEON",2.0000000000000000e+01,8.0000000000000000e+00,"C","D51","PESQUERIA"
"NUEVO LEON",2.0000000000000000e+01,8.0000000000000000e+00,"C","P13","AGUALEGUAS"
"NUEVO LEON",2.0000000000000000e+01,8.0000000000000000e+00,"C","P14","PARAS"
"NUEVO LEON",2.0000000000000000e+01,8.0000000000000000e+00,"C","P17","CERRALVO"
"NUEVO LEON",2.0000000000000000e+01,8.0000000000000000e+00,"C","P18","MELCHOR OCAMPO"
"NUEVO LEON",2.0000000000000000e+01,8.0000000000000000e+00,"C","P19","GRAL. TREVIÑO"
"NUEVO LEON",2.0000000000000000e+01,8.0000000000000000e+00,"C","P22","MARIN"
"NUEVO LEON",2.0000000000000000e+01,8.0000000000000000e+00,"C","P23","DOC. GONZALEZ"
"NUEVO LEON",2.0000000000000000e+01,8.0000000000000000e+00,"C","Y77","SAN NICOLAS DE LOS G."
"NUEVO LEON",2.0000000000000000e+01,8.0000000000000000e+00,"C","Y78","GUADALUPE (APODACA)"
"NUEVO LEON",2.0000000000000000e+01,3.1000000000000000e+01,"C","D39","CADERYTA DE JIMENEZ"
"NUEVO LEON",2.0000000000000000e+01,3.1000000000000000e+01,"C","D40","CARMEN"
"NUEVO LEON",2.0000000000000000e+01,3.1000000000000000e+01,"B","D43","GRAL. ESCOBEDO"
"NUEVO LEON",2.0000000000000000e+01,3.1000000000000000e+01,"C","D52","SABINAS HIDALGO"
"NUEVO LEON",2.0000000000000000e+01,3.1000000000000000e+01,"C","D53","SALINAS VICTORIA"
"NUEVO LEON",2.0000000000000000e+01,3.1000000000000000e+01,"B","D54","S. NICOLAS DE LAS GARZA"
"NUEVO LEON",2.0000000000000000e+01,3.1000000000000000e+01,"C","H45","HIDALGO"
"NUEVO LEON",2.0000000000000000e+01,3.1000000000000000e+01,"C","L68","CANDELA"
"NUEVO LEON",2.0000000000000000e+01,3.1000000000000000e+01,"C","P10","ANAHUAC"
"NUEVO LEON",2.0000000000000000e+01,3.1000000000000000e+01,"C","P12","LAMPAZOS DE NARANJO"
"NUEVO LEON",2.0000000000000000e+01,3.1000000000000000e+01,"C","P20","CIENEGA DE FLORES"
"NUEVO LEON",2.0000000000000000e+01,3.1000000000000000e+01,"C","P32","ABASOLO"
"NUEVO LEON",2.0000000000000000e+01,3.1000000000000000e+01,"C","P33","MINA"
"NUEVO LEON",2.0000000000000000e+01,3.1000000000000000e+01,"C","P34","VILLALDAMA"
"NUEVO LEON",2.0000000000000000e+01,3.1000000000000000e+01,"C","P35","BUSTAMANTE"
"NUEVO LEON",2.0000000000000000e+01,3.1000000000000000e+01,"C","P36","VALLECILLO"
"NUEVO LEON",2.0000000000000000e+01,3.1000000000000000e+01,"B","Y37","SUB. 1NORESTE V."
"NUEVO LEON",2.0000000000000000e+01,3.1000000000000000e+01,"B","Y38","SUB. 2 NORESTE H.F"
"NUEVO LEON",2.0000000000000000e+01,3.3000000000000000e+01,"B","D45","GUADALUPE"
"NUEVO LEON",2.0000000000000000e+01,3.3000000000000000e+01,"C","D47","JUAREZ"
"NUEVO LEON",2.0000000000000000e+01,3.3000000000000000e+01,"C","O27","DOC. COSS"
"NUEVO LEON",2.0000000000000000e+01,3.3000000000000000e+01,"C","P21","GRAL. ZUAZUA"
"NUEVO LEON",2.0000000000000000e+01,3.3000000000000000e+01,"C","P25","CHINA"
"NUEVO LEON",2.0000000000000000e+01,3.3000000000000000e+01,"C","P26","GRAL. BRVO"
"NUEVO LEON",2.0000000000000000e+01,3.3000000000000000e+01,"C","P28","LOS ALDAMAS"
"NUEVO LEON",2.0000000000000000e+01,3.3000000000000000e+01,"C","P29","LOS RAMONES"
"NUEVO LEON",2.0000000000000000e+01,3.3000000000000000e+01,"C","P30","LOS HERRERAS"
"NUEVO LEON",2.0000000000000000e+01,3.3000000000000000e+01,"B","Y40","SUB. 4 SURESTE NVO."
"NUEVO LEON",2.0000000000000000e+01,3.4000000000000000e+01,"C","D41","GARCIA"
"NUEVO LEON",2.0000000000000000e+01,3.4000000000000000e+01,"B","D42","S.PEDRO GARZA GARCIA"
"NUEVO LEON",2.0000000000000000e+01,3.4000000000000000e+01,"B","D55","STA CATARINA"
"NUEVO LEON",2.0000000000000000e+01,3.4000000000000000e+01,"C","D56","SANTIAGO"
"NUEVO LEON",2.0000000000000000e+01,3.4000000000000000e+01,"B","Y39","SUB. 3 SUROESTE CD"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I14","CUITLAPAN DE GUERRERO"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I25","OCOTLAN DE MORELOS"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","C18","SN FRANC TELIXTLAHUACA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","D59","CONCEPCION PAPALO"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","D62","IXTLAN DE JUAREZ"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","D65","MAGDALENA APAZCO"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","D68","OAXACA DE JUAREZ"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","D70","SN AGUSTIN DE LAS JUNTA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","D71","SAN AGUSTIN ETLA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","D73","SAN JUAN ATEPEC"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","D74","SN JUAN BAUTISTA ATATLA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","D75","SN JUAN BAUTISTA CUICAT"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","D77","SAN JUAN DEL ESTADO"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","D79","SAN MIGUEL ALOAPAM"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","D81","SAN PABLO ETLA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","D82","STA CATARINA IXTEPEJI"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","D83","STA CRUZ AMILPAS"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","D84","SANTA MARIA PAPALO"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","D85","STA MA. TECOMAVACA, OAX"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","D86","NUEVO ZOOQUIAPAN"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","D89","TEOCOCUILCO DE MARCOS "
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","D90","TEOTITLAN DE FLORES MA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I11","LA CIENEGA ZIMATLAN"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I15","EJUTLA DE CRESPO"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I16","GUADALUPE ETLA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I19","MAGDALENA OCOTLAN"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I21","MIAHUATLAN DE PORFIRIO"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I24","NAZARENO ETLA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I29","REYES ETLA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I33","SAN AGUSTIN YATARENI"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I34","SAN ANDRES HUAYAPAM"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I39","SAN ANDRES ZAUTLA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I40","SN ANTONIO CASTILLO VEL"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I41","SAN ANTONIO DE LA CAL"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I43","SAN BARTOLO COYOTEPEC"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I49","SAN DIONICIO OCOTLAN"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I51","SAN FRANC LACHIGOLO"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I53","SAN JACINTO AMILPAS"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I57","ANIMAS TRUJANO"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I58","SAN JUAN BAUTISTA GUELA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I61","SAN JUAN CHILATECA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I62","SAN JUAN DELRIO"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I63","SN JUAN EVANGEL. ANALC"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I67","SN LORENZO ALBARRADAS"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I68","SN LORENZO CACAOTEPEC"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I80","SAN MIGUEL EJUTLA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I84","SAN MIGUEL TILQUIAPAM"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I88","SAN PABLO HUIZO"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I89","SAN PABLO HUIXTEPEC"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I90","SAN PABLO VILLA DEMITLA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I91","SAN PEDRO APOSTOL"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","I98","SNPABLO Y SN PEDRO ETLA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","J05","SAN SEBASTIN TUTLA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","J11","SANTA ANA ZEGACHE"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","J15","SANTA CATARINA MINAS"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","J16","SANTA CATARINA QUIANE"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","J21","SANTA CRUZ XOXOCOTLAN"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","J25","SANTA LUCIA DEL CAMINO"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","J29","SANTA MARIA ATZOMPA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","J30","SANTA MARIA COYOTEPEC"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","J31","SANTA MARIA DEL TULE"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","J36","SANTIAGO MATATLAN"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","J41","ST DOMINGO TOMALTEPEC"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","J43","ST TOMAS MAZALTEPEC"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","J45","SOLEDAD ETLA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","J46","TANICHE"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","J47","TEOTITLAN DELK VALLE"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","J49","TLACOLULADEMATAMOROS"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","J50","TLALIXTAC DE CABRERA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","J51","TRINIDAD ZAACHILA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","J54","YOGANA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","J55","ZAACHILA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","J57","ZIMATLAN DE ALVAREZ"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","L15","HUAJUAPAM DE LEON"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","L16","HUAPANAPAM"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","L17","CALIHUALA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","L18","VILLADETAMAZULAPAM DEL"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","L19","SANTO DOMINGO TONAL"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","M04","CONCEPCION BUENAVISTA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","M05","CONSOLTEPEC"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","M06","SAN AGUSTIN ATENANGO"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","M13","SNPEDROYSNPABLOTEPOS"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","M14","STAMARIA CHILAPA DE DIAZ"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","M15","SANTA MARIA NOUAYACO"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","M16","SANTIAGO CHAZUMBA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","M17","SANTIAGOIHUITLANPLUMAS"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","M18","SILACAYOAPAM"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","P42","SNBALTAZAR CHICHICAPAM"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","P51","SANTIGO HUAJOLOTITLAN"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","P52","ZAPOTITLAN PALMAS"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","P53","SAN JERONIMO SILACAYOA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","P54","TEZOATLAN DE SEGURA Y L"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","P55","SAN JUAN TEPOSCOLULA"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","P56","SANTO REYES PAPALO"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","P57","STA MARIA ASUNCION TLAX"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","P58","SANTA MARIA DEL ROSARIO"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","P59","SN CRISTOBAL AMOLTEPEC"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","P62","SAN PEDRO TUTUTEPEC"
"OAXACA",2.1000000000000000e+01,2.0000000000000000e+00,"C","P64","STA CATARINAMECHOACAN"
"OAXACA",2.1000000000000000e+01,3.0000000000000000e+00,"C","D58","CIUDAD IXTEPEC"
"OAXACA",2.1000000000000000e+01,3.0000000000000000e+00,"C","D61","EL BARRIO DE LA SOLEDAD"
"OAXACA",2.1000000000000000e+01,3.0000000000000000e+00,"C","D63","JUCHITAN DE ZARAGOZA"
"OAXACA",2.1000000000000000e+01,3.0000000000000000e+00,"C","D66","MAGDALENA TEQUISISTLAN"
"OAXACA",2.1000000000000000e+01,3.0000000000000000e+00,"C","D67","MATIAS ROMERO"
"OAXACA",2.1000000000000000e+01,3.0000000000000000e+00,"C","D69","SALINA  CRUZ"
"OAXACA",2.1000000000000000e+01,3.0000000000000000e+00,"C","D87","SANTODOMINGO"
"OAXACA",2.1000000000000000e+01,3.0000000000000000e+00,"C","D88","ST DOMINGOTEHUANTEPEC"
"OAXACA",2.1000000000000000e+01,3.0000000000000000e+00,"C","H58","ASUNCION IXTALTEPEC"
"OAXACA",2.1000000000000000e+01,3.0000000000000000e+00,"C","M57","EL ESPINAL"
"OAXACA",2.1000000000000000e+01,3.0000000000000000e+00,"C","P43","SAN JUAN GUICHICOVI"
"OAXACA",2.1000000000000000e+01,3.0000000000000000e+00,"C","P44","SANTA MARIA PETAPA"
"OAXACA",2.1000000000000000e+01,3.0000000000000000e+00,"C","P45","SANTO DOMINGO PETAPA"
"OAXACA",2.1000000000000000e+01,3.0000000000000000e+00,"C","P46","SN PEDRO TAPANATEPEC"
"OAXACA",2.1000000000000000e+01,3.0000000000000000e+00,"C","P47","SN DOMINGO ZANATEPEC"
"OAXACA",2.1000000000000000e+01,3.0000000000000000e+00,"C","P48","CHAHUITES"
"OAXACA",2.1000000000000000e+01,3.0000000000000000e+00,"C","P49","SANTIAGO NILTEPEC"
"OAXACA",2.1000000000000000e+01,3.0000000000000000e+00,"C","P50","SANTAMARIA XADANI"
"OAXACA",2.1000000000000000e+01,3.0000000000000000e+00,"C","P63","SAN BLASATEMPA"
"OAXACA",2.1000000000000000e+01,3.0000000000000000e+00,"C","V73","UNION HIDALGO"
"OAXACA",2.1000000000000000e+01,3.0000000000000000e+00,"C","V82","STA MARIA JALAPA DEL MA"
"OAXACA",2.1000000000000000e+01,3.0000000000000000e+00,"C","V83","STA MARIA MIXTEQUILLA"
"OAXACA",2.1000000000000000e+01,4.0000000000000000e+00,"C","D64","LOMA BONITA"
"OAXACA",2.1000000000000000e+01,4.0000000000000000e+00,"C","D76","SNJUAN BAUTISTA TUXTEP"
"OAXACA",2.1000000000000000e+01,4.0000000000000000e+00,"C","D78","SAN LUCAS OJITLAN"
"OAXACA",2.1000000000000000e+01,5.3000000000000000e+01,"C","I95","SANPEDRO POCHUTLA"
"OAXACA",2.1000000000000000e+01,5.3000000000000000e+01,"C","J89","SANPEDROMIXTEPEC"
"OAXACA",2.1000000000000000e+01,5.3000000000000000e+01,"C","J91","STAMARIA HUATULCO"
"OAXACA",2.1000000000000000e+01,5.3000000000000000e+01,"C","M58","SANTIAGO PINOTEPA NACIO"
"OAXACA",2.1000000000000000e+01,5.3000000000000000e+01,"C","P60","SANTIAGO JAMILTEPEC"
"OAXACA",2.1000000000000000e+01,5.3000000000000000e+01,"C","P61","SNANDRES HUAXPALTEPEC"
"OAXACA",2.1000000000000000e+01,5.3000000000000000e+01,"C","S89","STAMARIA COLOTEPEC OAX"
"PUEBLA",2.2000000000000000e+01,1.0000000000000000e+00,"C","D93","AMOZOC"
"PUEBLA",2.2000000000000000e+01,1.0000000000000000e+00,"C","D97","CUAUTLANCINGO"
"PUEBLA",2.2000000000000000e+01,1.0000000000000000e+00,"C","E02","HUAUCHINANGO"
"PUEBLA",2.2000000000000000e+01,1.0000000000000000e+00,"C","E04","JUAN GALINDO"
"PUEBLA",2.2000000000000000e+01,1.0000000000000000e+00,"C","E06","PUEBLA NORTE"
"PUEBLA",2.2000000000000000e+01,1.0000000000000000e+00,"C","E13","SAN MIGUEL XOXTLA"
"PUEBLA",2.2000000000000000e+01,1.0000000000000000e+00,"C","H52","XICOTEPEC"
"PUEBLA",2.2000000000000000e+01,1.0000000000000000e+00,"C","H55","ZACATLAN"
"PUEBLA",2.2000000000000000e+01,1.0000000000000000e+00,"C","P69","CHIGNAHUAPAN"
"PUEBLA",2.2000000000000000e+01,1.0000000000000000e+00,"C","P70","TETELA DE OCAMPO"
"PUEBLA",2.2000000000000000e+01,1.0000000000000000e+00,"C","P71","AQUIXTLA"
"PUEBLA",2.2000000000000000e+01,1.0000000000000000e+00,"C","V91","AHUAZOTEPEC"
"PUEBLA",2.2000000000000000e+01,5.0000000000000000e+00,"C","E05","NOAPALUCAN"
"PUEBLA",2.2000000000000000e+01,5.0000000000000000e+00,"C","E07","RAFAEL LARA GRAJALES"
"PUEBLA",2.2000000000000000e+01,5.0000000000000000e+00,"C","E10","SAN JOSE CHIAPA"
"PUEBLA",2.2000000000000000e+01,5.0000000000000000e+00,"C","E18","TEZIUTLAN"
"PUEBLA",2.2000000000000000e+01,5.0000000000000000e+00,"C","K38","GUADALUPE VICTORIA"
"PUEBLA",2.2000000000000000e+01,5.0000000000000000e+00,"C","K41","LIBRES"
"PUEBLA",2.2000000000000000e+01,5.0000000000000000e+00,"C","K45","ORIENTAL"
"PUEBLA",2.2000000000000000e+01,5.0000000000000000e+00,"C","P65","CUETZALANDELPROGRESO"
"PUEBLA",2.2000000000000000e+01,5.0000000000000000e+00,"C","P66","TLATLAUQUITEPEC"
"PUEBLA",2.2000000000000000e+01,5.0000000000000000e+00,"C","P67","ZARAOZA"
"PUEBLA",2.2000000000000000e+01,5.0000000000000000e+00,"C","P87","ZACAPOAXTLA"
"PUEBLA",2.2000000000000000e+01,5.0000000000000000e+00,"C","V93","ATEMPAN"
"PUEBLA",2.2000000000000000e+01,5.0000000000000000e+00,"C","V99","CUYOACO"
"PUEBLA",2.2000000000000000e+01,5.0000000000000000e+00,"C","W02","CHIGNAHUTLA"
"PUEBLA",2.2000000000000000e+01,5.0000000000000000e+00,"C","W08","HUEYTAMALCO"
"PUEBLA",2.2000000000000000e+01,5.0000000000000000e+00,"C","W27","TEPEYAHUALCO"
"PUEBLA",2.2000000000000000e+01,5.0000000000000000e+00,"C","W28","TETELESDEAVILA CASTILLO"
"PUEBLA",2.2000000000000000e+01,5.0000000000000000e+00,"C","W35","XIUTETELCO"
